date,high,low,close,volume
1607288400000.0,16.6281,17.3808,16.143,33514276.07
1607893200000.0,16.1231,17.0738,15.9844,26957190.97
1608498000000.0,16.4895,17.3808,15.6476,38683710.17
1609102800000.0,16.9549,18.7377,16.549,66621775.38
1609707600000.0,17.0441,17.569,16.539,42987963.12
1610312400000.0,18.4207,19.411,17.0838,122660391.78
1610917200000.0,22.184,25.9673,19.1437,207898758.21
1611522000000.0,22.3227,24.1252,19.421,145984939.5
1612126800000.0,22.6396,23.7489,21.7087,25339077.48
1612731600000.0,22.4614,23.2735,21.8077,23222827.58
1613336400000.0,23.2339,25.9475,20.8372,147488947.48
1613941200000.0,19.9062,23.6696,18.8168,53801629.74
1614546000000.0,20.8174,21.7483,19.0049,29312294.49
1615150800000.0,20.4608,20.9363,19.9855,10641716.16
1615755600000.0,21.3125,24.7392,20.5004,88899085.56
1616360400000.0,20.5004,21.7285,17.2719,45053493.07
1616965200000.0,20.6788,21.3918,19.4606,38121355.78
1617570000000.0,19.9062,21.5899,19.4408,34541825.8
1618174800000.0,18.5396,19.9062,17.2322,18180667.41
1618779600000.0,17.4601,18.7377,15.8458,12445817.1
1619384400000.0,18.183,18.9159,16.4399,16866299.36
1619989200000.0,18.2227,19.3121,17.9255,24449332.92
1620594000000.0,17.7176,18.7474,17.4798,9252309.45
1621198800000.0,18.2623,18.906,17.7275,15137241.32
1621803600000.0,17.1233,18.381,16.8064,9998941.1
1622408400000.0,17.3115,18.2424,16.737,14114625.14
1623013200000.0,17.2916,17.5888,16.6677,11484939.96
1623618000000.0,17.2223,17.5195,16.9054,10822717.99
1624222800000.0,17.0144,17.4303,16.5291,11099349.62
1624827600000.0,16.4598,17.2916,16.1131,6619286.29
1625432400000.0,16.1527,16.9352,16.0142,10237283.26
1626037200000.0,15.6476,16.2023,15.2614,5425480.06
1626642000000.0,15.8854,16.1924,15.4496,1518388.09
1627246800000.0,16.1726,17.1034,15.7665,17970284.49
1627851600000.0,16.7678,17.1759,16.1231,23808817.88
1628456400000.0,16.0708,17.0167,15.772,10811122.76
1629061200000.0,16.2997,16.6283,15.9413,18085328.99
1629666000000.0,16.4092,18.1119,16.1305,51668414.53
1630357200000.0,16.469,16.8673,16.0806,9669166.65
1630875600000.0,16.1405,16.927,16.1305,12289200.5
1631480400000.0,15.8816,16.5188,15.7521,7012347.51
1632085200000.0,15.314,16.0209,15.1945,6832614.65
1632690000000.0,16.0608,16.6084,14.3581,35944656.65
1633294800000.0,16.7279,17.3551,15.1347,46070984.63
1633899600000.0,15.9612,17.3551,15.7322,30671255.08
1634504400000.0,16.0708,16.2101,15.5828,11118720.96
1635109200000.0,15.7621,16.2798,15.4932,14350033.74
1635714000000.0,15.7023,16.001,15.1945,13204505.66
1636318800000.0,15.553,16.1703,15.3738,13829402.35
1636923600000.0,16.1803,16.1803,15.2741,16620987.47
1637528400000.0,17.1262,17.8232,16.0408,40129354.5
1638133200000.0,20.5116,20.5116,17.0963,60862654.69
1638738000000.0,20.3125,24.1957,19.9938,131342291.92
1639342800000.0,18.2712,20.9098,18.2712,53267091.41
1639947600000.0,18.0721,19.4163,16.7279,20874584.33
1640552400000.0,17.8232,18.9085,17.5345,17451502.82
1641157200000.0,19.028,19.6951,17.7932,32902717.36
1641762000000.0,20.89,21.3878,18.7393,56479019.77
1642366800000.0,20.7107,22.2043,20.1332,60552315.16
1642971600000.0,19.9739,20.8103,18.7193,26371161.51
1643576400000.0,21.567,21.9056,19.9141,46094189.64
1644181200000.0,28.1586,30.8669,21.9056,319999685.84
1644786000000.0,28.1387,29.6323,25.9481,166758519.54
1645390800000.0,24.2753,28.8556,22.0251,71429042.6
1645995600000.0,23.9766,26.0477,23.0805,75755044.08
1646600400000.0,23.5385,24.3948,23.1004,47725748.68
1647205200000.0,24.9723,25.1715,23.3394,57915987.34
1647810000000.0,28.9153,28.9153,24.9723,112610076.54
1648414800000.0,27.9794,29.4729,26.7049,90477393.6
1649019600000.0,37.3589,40.605,27.7006,378518168.82
1649624400000.0,36.2836,41.3219,35.4671,249761043.4
1650229200000.0,35.4871,37.7971,34.4714,79208218.58
1650834000000.0,44.548,47.2165,37.4386,189354599.36
1651698000000.0,43.6518,45.8623,42.1981,16035937.4
1652043600000.0,53.1708,55.212,42.0985,73569068.43
1652648400000.0,51.279,54.3656,48.4511,35472508.64
1653253200000.0,50.781,53.2703,48.7697,27425474.79
1653858000000.0,49.9845,52.2249,47.2363,33975498.37
1654462800000.0,56.9047,59.7424,49.5464,64066029.37
1655067600000.0,50.781,56.8549,49.7256,73065441.62
1655672400000.0,51.4283,53.2206,48.3117,85508651.55
1656277200000.0,45.9818,52.5236,44.6475,63881346.21
1656882000000.0,45.1089,47.4355,43.0943,45806457.64
1657659600000.0,45.4484,47.8645,45.1089,22575188.76
1658091600000.0,48.5634,50.2707,44.8293,69226312.62
1658696400000.0,48.4436,50.3207,46.9859,61783910.93
1659301200000.0,51.4189,54.4142,47.8645,130886591.57
1659906000000.0,48.3837,52.1178,46.946,80742038.57
1660510800000.0,47.2655,48.9229,46.9061,46252661.14
1661115600000.0,47.0458,48.204,45.9076,49286458.48
1661720400000.0,48.3438,48.8031,45.5881,67397412.92
1662325200000.0,46.946,48.9229,46.4468,79655224.28
1662930000000.0,52.1678,54.0148,46.1273,132912962.97
1663534800000.0,49.5419,55.0133,47.9444,90973081.47
1664139600000.0,48.9029,50.9696,46.0474,50176879.03
1664744400000.0,58.6575,58.6575,47.9844,101546176.73
1665349200000.0,62.7012,68.2424,57.8089,286890630.65
1665954000000.0,61.3533,63.7994,59.606,161044253.95
1666558800000.0,58.5078,65.5467,56.9103,176727905.9
1667163600000.0,58.7074,61.0038,55.9119,137533559.65
1667768400000.0,62.0023,63.2503,57.0101,194852414.25
1668373200000.0,71.8867,79.8741,62.9008,396659861.35
1668978000000.0,76.1799,79.3749,70.389,244306516.35
1669582800000.0,81.2719,81.2719,70.6386,247058948.35
1670187600000.0,83.8678,86.7632,75.8804,296683018.85
1670792400000.0,81.7711,88.0612,79.2251,220419586
1671397200000.0,78.5262,81.5714,75.8804,99619395.55
1672002000000.0,76.729,79.924,72.9849,75670263.75
1672606800000.0,70.1893,78.3764,61.9024,71584308.1
1673211600000.0,70.4889,78.5262,63.2503,187938423.05
1673816400000.0,80.4232,83.069,70.389,162816102.45
1674421200000.0,76.1799,85.8646,73.6838,207148467
1675026000000.0,77.8772,79.4248,65.946,142690821.85
1675630800000.0,66.8446,77.5777,66.1457,60913757.05
1676408400000.0,67.893,80.2235,65.8961,76022561.15
1676840400000.0,68.6917,70.6386,66.1956,67111813.8
1677445200000.0,68.0927,70.8882,65.8961,87836350.6
1678050000000.0,69.1909,71.8367,67.4936,104477574.5
1678654800000.0,66.3454,69.1909,65.8462,79262029.15
1679259600000.0,68.9912,69.8399,61.4032,102732857.05
1679864400000.0,63.1005,71.8867,62.4515,53740433.35
1680469200000.0,61.9024,63.4,59.9555,48038244.95
1681074000000.0,64.2487,68.3922,61.9024,67516939.25
1681678800000.0,63.6996,66.6449,63.0506,26649539.6
1682283600000.0,56.9602,64.7978,55.9618,29236291.25
1682974800000.0,50.4205,58.0085,49.4221,32068109.44
1683493200000.0,50.5204,53.2161,49.3422,34424988.25
1684098000000.0,53.4158,55.0632,46.4268,29218427.3
1684702800000.0,52.3175,57.8588,49.9213,43403017.5
1685307600000.0,60.7542,62.6512,53.0663,65164984.65
1685912400000.0,62.801,64.2986,58.8572,78154015.25
1686517200000.0,61.9024,64.2986,59.656,52024565.8
1687122000000.0,64.9476,66.7448,57.4095,94030966.3
1687726800000.0,78.5761,78.5761,65.1473,70587753.95
1688331600000.0,83.2687,90.8568,77.8772,277994951.7
1688936400000.0,88.6602,93.0034,80.1736,270289068
1689541200000.0,91.356,97.4963,86.3638,229752250.65
1690146000000.0,95.15,99.6429,87.8615,223198467.2
1690750800000.0,91,97.95,88.3,197038788.35
1691355600000.0,86.35,93.7,80,127574506.05
1691960400000.0,87.8,92,84.9,145602103.6
1692565200000.0,89.8,94.6,87.1,126368840.25
1693170000000.0,95,107.6,88.55,184687078.75
1693774800000.0,101.3,120.4,92,564532276.75
1694379600000.0,95.6,103.2,91.35,164777962.3
1694984400000.0,98.55,102.8,93,151334032.1
1695589200000.0,101.1,104.8,97.6,155298123.4
1696194000000.0,104,115.2,99.5,238444496.4
1696798800000.0,116.5,142.3,99.2,637374296.75
1697403600000.0,127.1,145.8,115.4,1026376158.9
1698008400000.0,122.6,131,106.8,521800038.1
1698008406000.0,121.5,131,119.8,145377111.8
1698094800000.0,122,126.4,120.1,102404687.2
1698181200000.0,111.8,124,111.8,72688004.7
1698267600000.0,121.4,122.9,106.8,107431733.6
1698354000000.0,122.6,128,118.5,93898500.8
1698613200000.0,119.1,124.6,117.3,59842959.5
1698699600000.0,115.4,119.3,111.9,35748692.7
1698786000000.0,111,117.5,107.5,36520355.8
1698872400000.0,113,116,109.9,42205769.6
1698958800000.0,124.3,124.3,118,86092027
1699218000000.0,136.7,136.7,128.2,132609232.2
1699304400000.0,150.3,150.3,137.1,210031261.2
1699390800000.0,148.2,163,142.3,350563803.4
1699477200000.0,138.7,155,135.4,44774579.5
1699563600000.0,140.7,145.1,133.8,35675824.2
1699822800000.0,136,140.3,133.8,27725419.3
1699909200000.0,132.9,135.8,129.2,17608771.1
1699995600000.0,130.5,133.2,128.5,17428773.3
1700082000000.0,128.9,132.2,127.5,13580792.4
1700168400000.0,139.3,140,128.9,33733901.6
1700427600000.0,139,144.2,134,29718786.9
1700514000000.0,139.5,142.5,135.6,20608264.5
1700600400000.0,138.5,139.5,136.5,18783442
1700686800000.0,138.5,142,135.5,19621709.7
1700773200000.0,136.7,138.9,134.4,18749857.1
1701032400000.0,136.9,139,133.7,14298512.7
1701118800000.0,136.7,139,134.8,16346387
1701205200000.0,133,136.4,133,13459362.7
1701291600000.0,138.2,138.9,130.5,20622656.8
1701378000000.0,137,139.8,132.2,18125084.8
1701637200000.0,136.7,139.9,134.1,18157302.3
1701723600000.0,138.5,139.3,135.4,18691826.6
1701810000000.0,147,150,138,44481285.8
1701896400000.0,142,146.9,139.6,26832107.2
1701982800000.0,140.1,143.9,138.5,18343255.6
1702242000000.0,135.5,139.9,132.1,41884924.7
1702328400000.0,130.6,135.5,130.1,28634786.1
1702414800000.0,127,140,127,71767539.1
1702501200000.0,128.8,133,125.1,30919845.3
1702587600000.0,127.1,131.8,125.4,31516699.1
1702846800000.0,118.8,129.7,118.8,31876821.5
1702933200000.0,116.3,120.9,115.2,25759633.1
1703019600000.0,113,123,112,32901563.9
1703106000000.0,113.7,115,111,18598961.7
1703192400000.0,109.6,114.4,107.1,27736439.8
1703451600000.0,103.2,111.3,100.3,14398087.6
1703538000000.0,99.7,105.5,99,26738342.4
1703624400000.0,89.75,97.75,89.75,122188990.75
1703710800000.0,96.6,97.5,90.85,60015896.7
1703797200000.0,106.2,106.2,97,65887220.9
1704142800000.0,116.8,116.8,105.8,91158007
1704229200000.0,117.3,128.4,114.6,134025168.2
1704315600000.0,124.3,126.5,118,70864967.7
1704402000000.0,129.4,132,124.9,53352624.3
1704661200000.0,128.5,135,124.8,54683191.3
1704747600000.0,119.5,128.6,118.1,68024853.3
1704834000000.0,120.3,124,118.8,40872467.1
1704920400000.0,117.3,122,117,30981758.2
1705006800000.0,117.2,118.3,113,33147879.6
1705266000000.0,118.4,122.4,117.2,35270358.7
1705352400000.0,116.1,119.3,115.7,22094249.3
1705438800000.0,115.9,117.8,115.6,16855074.4
1705525200000.0,117.5,119,115.9,25472301.8
1705611600000.0,117.2,119.2,116,14597732.7
1705870800000.0,116,118.5,115.5,17748215.1
1705957200000.0,117.4,121.9,116.1,41269329.9
1706043600000.0,117.3,118.7,115.2,26786441.9
1706130000000.0,125,126.9,117,88407192.6
1706216400000.0,122.9,127.1,122.5,48027955
1706475600000.0,122.2,126.9,121.8,62007459.8
1706562000000.0,129.8,133.5,122.2,112978872.9
1706648400000.0,132,138.3,129.5,90387814.2
1706734800000.0,133.7,134,129.3,50168778.9
1706821200000.0,131.1,134.8,130.4,31492654.4
1707080400000.0,132.5,133.8,128.1,46865045.2
1707166800000.0,135.7,140.9,130,75713655.8
1707253200000.0,149.2,149.2,136.5,120815246.5
1707339600000.0,145.7,157.1,143.7,127148636.3
1707426000000.0,144.7,150.8,141.9,50798359.4
1707685200000.0,140.6,146.7,140,64775459.6
1707771600000.0,136.2,143.9,135.9,48782514.1
1707858000000.0,141.2,143,135.5,63979589.2
1707944400000.0,140.8,144.8,139.8,52119378.5
1708030800000.0,145,152.1,139.1,135853532.7
1708290000000.0,140.8,149.4,140.5,65453686.5
1708376400000.0,154.8,154.8,140.8,117974027.6
1708462800000.0,150,162.8,148.8,149985971.1
1708549200000.0,165,165,150.3,118650972.3
1708635600000.0,174.9,181.5,168.2,300622515.1
1708894800000.0,180,187.9,173,183050012.4
1708981200000.0,170.9,184,169.5,79736170.6
1709067600000.0,173.5,187,165.3,126431208.8
1709154000000.0,173.1,179,168.8,65985952.9
1709240400000.0,168.4,177.5,166,72030362.3
1709499600000.0,174.5,185.2,168.4,121475978.6
1709586000000.0,177.9,185,170,86156012.6
1709672400000.0,170,195.6,169.9,269627818.3
1709758800000.0,176.4,178.3,170,101666159.4
1709845200000.0,172,179.9,169.5,56423228.1
1710104400000.0,172.4,177.3,171.8,52536892.2
1710190800000.0,171.1,177.8,167.6,53185749.9
1710277200000.0,170.7,175.5,167.2,46959754.3
1710363600000.0,166.7,173.5,166,37631899.5
1710450000000.0,168.3,169.8,164.8,37632692.7
1710709200000.0,154.1,170,154.1,42971676.4
1710795600000.0,163,169,153,74196057.9
1710882000000.0,168.6,172,163,58909437.1
1710968400000.0,157.2,173,157.2,47033209.5
1711054800000.0,163.7,165.9,156,46844169.4
1711314000000.0,159.2,164.2,158.2,32935042.7
1711400400000.0,148.6,160.1,148.1,43167818.5
1711486800000.0,147,152.5,146.6,24695857.1
1711573200000.0,147,150.5,146.4,22510253.8
1711659600000.0,150.1,152.9,143,26214900.2
1711918800000.0,148.4,154.6,142.6,24984131.5
1712005200000.0,145.1,154.1,143.7,31521479
1712091600000.0,141.3,146.5,140.2,24695527.5
1712178000000.0,142,145.5,140.1,21212226.8
1712264400000.0,148.2,148.9,142.5,21827610.5
1712523600000.0,157,159,149.2,28695558.7
1712610000000.0,161.9,166,156.5,29310896.1
1713128400000.0,162.6,165.8,156,52721073.2
1713214800000.0,154,162.1,151.8,38098172
1713301200000.0,158.9,163.7,154.5,43547984.9
1713387600000.0,160.6,164,155.8,32872007.3
1713474000000.0,165.3,165.4,156.3,42553833.4
1713733200000.0,162.7,169.7,161.2,36521935.5
1713906000000.0,164.4,171.5,161.9,46161191.3
1713992400000.0,161.8,165.9,160.4,30235009.5
1714078800000.0,169.1,172,161.6,57057405.3
1714338000000.0,169.9,176.6,168,62125955.5
1714424400000.0,177.9,183.5,170.2,98369415.1
1714597200000.0,165.6,169.1,160.9,147989940.6
1714683600000.0,163,167.8,161.6,49138440.1
1714942800000.0,161.5,163.4,160,42645503.1
1715029200000.0,159.1,161.6,157.3,33141688.6
1715115600000.0,157,160,156,22843740.1
1715202000000.0,154.9,159.9,154.8,30981877.5
1715288400000.0,159.8,161.7,151.5,32059838.5
1715547600000.0,153.9,161.4,153.5,20427436.2
1715634000000.0,153.8,155.4,152.5,13651778.2
1715720400000.0,153.4,158.2,152.4,21340191
1715806800000.0,156,156.4,153.5,17799439.5
1715893200000.0,155,157.2,154,20234485.1
1716152400000.0,153.9,156.4,151.5,25921941.6
1716238800000.0,151.8,155.2,150.7,24960118.9
1716325200000.0,154.6,154.8,150.6,25643951
1716411600000.0,154.8,156.3,152.2,18705124.7
1716498000000.0,154.1,157,153.1,19709473.9
1716757200000.0,147.4,154.1,145.2,28432962.3
1716843600000.0,145.7,149.1,145,16071607.8
1716930000000.0,142.9,146.7,142.5,14049520.5
1717016400000.0,145,146.1,142.2,13857444.4
1717102800000.0,145.2,147,144.1,12553185.3
1717362000000.0,140.4,145,140,16916244.7
1717448400000.0,144,145.4,140.2,18915873.5
1717534800000.0,139.2,144,137.4,23603297.2
1717621200000.0,135,141,135,14232877.4
1717707600000.0,132.1,136.6,131,12393907.3
1717966800000.0,130,132.5,128.7,9462396.4
1718053200000.0,131.1,133.1,128.4,15019410.8
1718139600000.0,128.7,138.3,127.9,37664815.9
1718226000000.0,131.5,132.8,129,12430785.5
1718312400000.0,134,138.4,132.6,19136314.7
1718830800000.0,146.3,147,134,45691183.5
1718917200000.0,143.6,147,142,21304717.5
1719176400000.0,138,142.9,136.2,22226789.3
1719262800000.0,137.3,139,136.3,9981272.4
1719349200000.0,132.2,137,131.5,12108492.7
1719435600000.0,133,133.4,131.7,9349744.8
1719522000000.0,133.5,134.8,131.6,14629213.1
1719781200000.0,129.7,134.4,127,14364814.6
1719867600000.0,135.9,137,127,14465906.8
1719954000000.0,133.3,137.1,132.9,8702467.7
1720040400000.0,139.2,141,135,47502068.9
1720126800000.0,136.7,139.2,135.9,11896022.8
1720386000000.0,139.4,141,136.7,13418211.1
1720472400000.0,138.4,140.1,137,7832719.5
1720558800000.0,135,139.2,132.5,11541284.4
1720645200000.0,139.1,139.2,135,8966149.9
1720731600000.0,139.4,140.7,136.1,11987254.7
1721077200000.0,144.3,145.2,138.8,26484651.4
1721163600000.0,143.4,147.4,142.4,18588693.2
1721250000000.0,143.3,144.8,141.5,16788972.2
1721336400000.0,140,143.9,140,10097541.2
1721595600000.0,142.3,142.5,139.7,12498210.7
1721682000000.0,146.3,146.3,142.2,23511834.8
1721768400000.0,144.3,150.6,144,26271550.2
1721854800000.0,138.1,145,138.1,18814443.2
1721941200000.0,138.1,139.3,137.3,12935576.9
1722200400000.0,134.2,138.1,133.9,12477806.4
1722286800000.0,143,145,133.9,58570792.6
1722373200000.0,139,143.7,138.1,20004971.8
1722459600000.0,139.6,141.2,139,24947170.6
1722546000000.0,137.5,142.7,136.1,29451886.5
1722805200000.0,128.2,133.5,125.3,20763112.4
1722891600000.0,129,133.1,127.2,22035625.6
1722978000000.0,130.2,132.2,126.7,16259672.8
1723064400000.0,131.8,133.9,130,13115489.5
1723150800000.0,129,134,128.8,12816002.8
1723410000000.0,125.7,131.4,125.6,15903852.6
1723496400000.0,125.6,127.7,119.3,14489869.5
1723582800000.0,126,128.4,124.6,10892525.2
1723669200000.0,127.4,127.9,123.8,14890909
1723755600000.0,124.8,128.2,124.4,11512114
1724014800000.0,127.4,127.7,124.5,12801773.7
1724101200000.0,117.4,123.7,116.6,49700132.3
1724187600000.0,113.6,118.1,113.2,20531648.1
1724274000000.0,111.5,115.2,111,14905724.3
1724360400000.0,108.5,112.5,107.5,13495326.3
1724619600000.0,104.3,110.3,103.7,16216924.9
1724706000000.0,105.5,106.3,100,9742233.4
1724792400000.0,104.4,107.3,103.7,12038019.3
1724878800000.0,107.5,107.5,103.5,12623628
1725224400000.0,112.1,112.6,108,19078211.6
1725310800000.0,110.5,115,110.4,13854257.2
1725397200000.0,107.5,111.7,107.5,10367871.4
1725483600000.0,118.2,118.2,107.5,56355304.5
1725570000000.0,130,130,117.4,177108596.4
1725829200000.0,129.1,143,127.4,284391008.6
1725915600000.0,130,139.7,121.9,152103427.1
1726002000000.0,126.5,136.8,124.9,82339732.4
1726088400000.0,123,131.2,118.3,42495318.4
1726174800000.0,123.5,125,121,23938634.5
1726434000000.0,120.7,125.4,120.5,22556886.8
1726520400000.0,119,124.1,118.2,28549066
1726606800000.0,120,121.5,117.7,20226579.1
1726693200000.0,121.5,122.6,120.2,18645515.5
1726779600000.0,121,125,120,26297495.1
1727038800000.0,118.9,121.9,118.5,14209632.2
1727125200000.0,118.6,119.5,116.5,9615415.7
1727211600000.0,116.9,121.1,116.1,15896251.3
1727298000000.0,115.2,117.9,114.4,6648928
1727384400000.0,115.7,116.5,114,7900579.6
1727643600000.0,114.7,119,113.8,10465589.9
1727730000000.0,107.7,114,107.3,21185545.5
1727816400000.0,107.2,110.4,105.6,15630571.7
1727902800000.0,108,110.2,106.2,9017236.7
1727989200000.0,110,111,106,7172695.4
1728248400000.0,112.3,118,110,28378941
1728334800000.0,110.8,113.8,110,13170136.2
1728421200000.0,109.3,111.5,107.1,13189553
1728507600000.0,108.5,110.6,108,8176119.6
1728594000000.0,106.5,109.7,106.4,7402479.6
1728853200000.0,106.3,109.4,104.9,10978442.6
1728939600000.0,111,111,106.6,15773210.8
1729026000000.0,109.8,113,109.8,12803962
1729112400000.0,113.5,114.8,109.8,17540887.2
1729198800000.0,110.8,116.8,110,18117457.1
1729458000000.0,108.6,111.7,108,7281778.9
1729544400000.0,109.2,110.1,107.8,9741024.1
1729630800000.0,109,111.4,107.4,12143981.3
1729666200000.0,109.2,109.2,109.2,15288
1729666800000.0,110.6,110.9,108.2,1487066.5
1729667400000.0,109.5,110.9,109.5,590865.6
1729668000000.0,110.2,110.3,109.5,274842.9
1729668600000.0,109.6,110.2,109,666464.4
1729669200000.0,109.5,109.5,109.1,268481.3
1729669800000.0,109.3,109.9,109.3,101202.2
1729670400000.0,109.8,109.8,109.2,168141
1729671000000.0,109.7,109.9,109.5,231360.1
1729671600000.0,110.2,110.3,109.7,548059.9
1729672200000.0,110.4,110.4,110.1,58202.1
1729672800000.0,109.9,110.5,109.9,121523.1
1729673400000.0,109.7,110.1,109.7,25056.8
1729674000000.0,110,110.1,110,17276.4
1729674600000.0,110.2,110.2,109.8,147848.4
1729675200000.0,110.5,110.5,109.8,338746.5
1729675800000.0,110.5,111.4,110.2,1059933.5
1729676400000.0,110.4,110.7,110.2,47883.7
1729677000000.0,110.6,110.6,110.3,86349
1729677600000.0,110.5,110.5,110,200042.8
1729678200000.0,110.1,110.4,110.1,27374.5
1729678800000.0,109.7,110.1,109.7,368242.6
1729679400000.0,109.9,110,109.6,166434.9
1729680000000.0,109.7,110,109.5,20872.9
1729680600000.0,109.4,109.6,109.4,182547.2
1729681200000.0,109.7,109.9,109.3,98606.3
1729681800000.0,109.6,109.7,109.4,11945.4
1729682400000.0,109.4,109.7,109.4,155563.4
1729683000000.0,109.7,109.7,109.3,87985.2
1729683600000.0,109.6,109.7,109.4,35845.6
1729684200000.0,109.7,109.7,109.6,28071.9
1729684800000.0,110.2,110.2,109.7,252627.6
1729685400000.0,110.2,110.2,109.9,7713.7
1729686000000.0,110.3,110.3,110,120463.7
1729686600000.0,110.1,110.5,110.1,128373.6
1729687200000.0,110,110.3,110,218321.1
1729687800000.0,109.5,110.2,109.4,466419.3
1729688400000.0,109.5,109.5,109.2,364434.1
1729689000000.0,108.7,109.5,108.7,618606.8
1729689600000.0,107.5,108.9,107.4,427438.2
1729690200000.0,108.1,108.4,107.4,303534.4
1729690800000.0,108.3,108.6,107.9,229229.4
1729691400000.0,108.3,108.7,107.8,307662.5
1729692000000.0,107.9,108.3,107.8,138322.3
1729692600000.0,108.1,108.2,108,268277
1729693200000.0,108.1,108.4,108,300948.4
1729693800000.0,108.6,108.6,108.1,19094.4
1729694400000.0,108.9,108.9,108.3,176690.7
1729695000000.0,109,109,108.2,115517
1729695600000.0,109,109,109,42183
